,Country code,Country,Reference sector,Employment type,Education level,Year,Value
9226,RUS,Russia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2018,37855.0
9227,RUS,Russia,Independent private educational institutions,Part-time,Short-cycle tertiary education,2019,38780.0
9249,RUS,Russia,Public educational institutions,Full-time,Bachelor’s or equivalent level,2013,1105049.0
9250,RUS,Russia,Public educational institutions,Full-time,Bachelor’s or equivalent level,2014,1403875.0
9251,RUS,Russia,Public educational institutions,Full-time,Bachelor’s or equivalent level,2015,1654987.0
9252,RUS,Russia,Public educational institutions,Full-time,Bachelor’s or equivalent level,2016,1648370.0
9253,RUS,Russia,Public educational institutions,Full-time,Bachelor’s or equivalent level,2017,1594235.0
9254,RUS,Russia,Public educational institutions,Full-time,Bachelor’s or equivalent level,2018,1545974.0
9255,RUS,Russia,Public educational institutions,Full-time,Bachelor’s or equivalent level,2019,1529697.0
9263,RUS,Russia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2013,66768.0
9264,RUS,Russia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2014,90255.0
9265,RUS,Russia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2015,110782.0
9266,RUS,Russia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2016,106635.0
9267,RUS,Russia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2017,83300.0
9268,RUS,Russia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2018,78579.0
9269,RUS,Russia,Independent private educational institutions,Full-time,Bachelor’s or equivalent level,2019,84689.0
9270,RUS,Russia,Public educational institutions,Part-time,Bachelor’s or equivalent level,2013,768182.0
9271,RUS,Russia,Public educational institutions,Part-time,Bachelor’s or equivalent level,2014,1049456.0
9272,RUS,Russia,Public educational institutions,Part-time,Bachelor’s or equivalent level,2015,1237980.0
9273,RUS,Russia,Public educational institutions,Part-time,Bachelor’s or equivalent level,2016,1276429.0
9274,RUS,Russia,Public educational institutions,Part-time,Bachelor’s or equivalent level,2017,1194431.0
9275,RUS,Russia,Public educational institutions,Part-time,Bachelor’s or equivalent level,2018,1113080.0
9276,RUS,Russia,Public educational institutions,Part-time,Bachelor’s or equivalent level,2019,1044506.0
9284,RUS,Russia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2013,329387.0
9285,RUS,Russia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2014,451221.0
9286,RUS,Russia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2015,512344.0
9287,RUS,Russia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2016,499462.0
9288,RUS,Russia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2017,391455.0
9289,RUS,Russia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2018,295105.0
9290,RUS,Russia,Independent private educational institutions,Part-time,Bachelor’s or equivalent level,2019,243333.0
9312,RUS,Russia,Public educational institutions,Full-time,Master’s or equivalent level,2013,1663142.0
9313,RUS,Russia,Public educational institutions,Full-time,Master’s or equivalent level,2014,1244325.0
9314,RUS,Russia,Public educational institutions,Full-time,Master’s or equivalent level,2015,924313.0
9315,RUS,Russia,Public educational institutions,Full-time,Master’s or equivalent level,2016,745343.0
9316,RUS,Russia,Public educational institutions,Full-time,Master’s or equivalent level,2017,821679.0
9317,RUS,Russia,Public educational institutions,Full-time,Master’s or equivalent level,2018,864285.0
9318,RUS,Russia,Public educational institutions,Full-time,Master’s or equivalent level,2019,886107.0
9326,RUS,Russia,Independent private educational institutions,Full-time,Master’s or equivalent level,2013,115653.0
9327,RUS,Russia,Independent private educational institutions,Full-time,Master’s or equivalent level,2014,69574.0
9328,RUS,Russia,Independent private educational institutions,Full-time,Master’s or equivalent level,2015,43462.0
9329,RUS,Russia,Independent private educational institutions,Full-time,Master’s or equivalent level,2016,28342.0
9330,RUS,Russia,Independent private educational institutions,Full-time,Master’s or equivalent level,2017,27973.0
9331,RUS,Russia,Independent private educational institutions,Full-time,Master’s or equivalent level,2018,26630.0
9332,RUS,Russia,Independent private educational institutions,Full-time,Master’s or equivalent level,2019,24882.0
9333,RUS,Russia,Public educational institutions,Part-time,Master’s or equivalent level,2013,1607429.0
9334,RUS,Russia,Public educational institutions,Part-time,Master’s or equivalent level,2014,1064322.0
9335,RUS,Russia,Public educational institutions,Part-time,Master’s or equivalent level,2015,588231.0
9336,RUS,Russia,Public educational institutions,Part-time,Master’s or equivalent level,2016,391260.0
9337,RUS,Russia,Public educational institutions,Part-time,Master’s or equivalent level,2017,263443.0
9338,RUS,Russia,Public educational institutions,Part-time,Master’s or equivalent level,2018,299759.0
9339,RUS,Russia,Public educational institutions,Part-time,Master’s or equivalent level,2019,322229.0
9347,RUS,Russia,Independent private educational institutions,Part-time,Master’s or equivalent level,2013,418277.0
9348,RUS,Russia,Independent private educational institutions,Part-time,Master’s or equivalent level,2014,273643.0
9349,RUS,Russia,Independent private educational institutions,Part-time,Master’s or equivalent level,2015,136920.0
9350,RUS,Russia,Independent private educational institutions,Part-time,Master’s or equivalent level,2016,70638.0
9351,RUS,Russia,Independent private educational institutions,Part-time,Master’s or equivalent level,2017,22971.0
9352,RUS,Russia,Independent private educational institutions,Part-time,Master’s or equivalent level,2018,22473.0
9353,RUS,Russia,Independent private educational institutions,Part-time,Master’s or equivalent level,2019,26229.0
9375,RUS,Russia,Public educational institutions,Full-time,Doctoral or equivalent level,2013,91361.0
9376,RUS,Russia,Public educational institutions,Full-time,Doctoral or equivalent level,2014,82254.0
9377,RUS,Russia,Public educational institutions,Full-time,Doctoral or equivalent level,2015,78272.0
9378,RUS,Russia,Public educational institutions,Full-time,Doctoral or equivalent level,2016,76425.0
9379,RUS,Russia,Public educational institutions,Full-time,Doctoral or equivalent level,2017,71404.0
9380,RUS,Russia,Public educational institutions,Full-time,Doctoral or equivalent level,2018,70853.0
9381,RUS,Russia,Public educational institutions,Full-time,Doctoral or equivalent level,2019,69540.0
9389,RUS,Russia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2013,0.0
9390,RUS,Russia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2014,0.0
9391,RUS,Russia,Independent private educational institutions,Full-time,Doctoral or equivalent level,2015,0.0
9396,RUS,Russia,Public educational institutions,Part-time,Doctoral or equivalent level,2013,59947.0
9397,RUS,Russia,Public educational institutions,Part-time,Doctoral or equivalent level,2014,54320.0
9398,RUS,Russia,Public educational institutions,Part-time,Doctoral or equivalent level,2015,44800.0
9399,RUS,Russia,Public educational institutions,Part-time,Doctoral or equivalent level,2016,35518.0
9400,RUS,Russia,Public educational institutions,Part-time,Doctoral or equivalent level,2017,27869.0
9401,RUS,Russia,Public educational institutions,Part-time,Doctoral or equivalent level,2018,23729.0
9402,RUS,Russia,Public educational institutions,Part-time,Doctoral or equivalent level,2019,22331.0
9410,RUS,Russia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2013,0.0
9411,RUS,Russia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2014,0.0
9412,RUS,Russia,Independent private educational institutions,Part-time,Doctoral or equivalent level,2015,0.0
9438,SVN,Slovenia,Public educational institutions,Full-time,Short-cycle tertiary education,2013,6973.0
9439,SVN,Slovenia,Public educational institutions,Full-time,Short-cycle tertiary education,2014,7757.0
9440,SVN,Slovenia,Public educational institutions,Full-time,Short-cycle tertiary education,2015,6491.0
9441,SVN,Slovenia,Public educational institutions,Full-time,Short-cycle tertiary education,2016,6292.0
9442,SVN,Slovenia,Public educational institutions,Full-time,Short-cycle tertiary education,2017,6093.0
9443,SVN,Slovenia,Public educational institutions,Full-time,Short-cycle tertiary education,2018,5713.0
9444,SVN,Slovenia,Public educational institutions,Full-time,Short-cycle tertiary education,2019,5460.0
9445,SVN,Slovenia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2013,196.0
9446,SVN,Slovenia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2014,191.0
9447,SVN,Slovenia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2015,272.0
9448,SVN,Slovenia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2016,246.0
9449,SVN,Slovenia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2017,254.0
9450,SVN,Slovenia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2018,251.0
9451,SVN,Slovenia,Government dependent private educational institutions,Full-time,Short-cycle tertiary education,2019,247.0
9452,SVN,Slovenia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2013,124.0
9453,SVN,Slovenia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2014,0.0
9454,SVN,Slovenia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2015,134.0
9455,SVN,Slovenia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2016,0.0
9456,SVN,Slovenia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2017,0.0
9457,SVN,Slovenia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2018,0.0
9458,SVN,Slovenia,Independent private educational institutions,Full-time,Short-cycle tertiary education,2019,0.0
9459,SVN,Slovenia,Public educational institutions,Part-time,Short-cycle tertiary education,2013,3250.0
9460,SVN,Slovenia,Public educational institutions,Part-time,Short-cycle tertiary education,2014,2710.0
9461,SVN,Slovenia,Public educational institutions,Part-time,Short-cycle tertiary education,2015,2166.0
9462,SVN,Slovenia,Public educational institutions,Part-time,Short-cycle tertiary education,2016,2081.0
9463,SVN,Slovenia,Public educational institutions,Part-time,Short-cycle tertiary education,2017,1842.0
9464,SVN,Slovenia,Public educational institutions,Part-time,Short-cycle tertiary education,2018,1718.0
